Year,Region,Island,GPS_name,Sample_type,Species,N15
2015,Chagos,Eagle,Eagle-Fish,Fish,Plectroglyphidodon lacrymatus,10.55
2015,Chagos,Eagle,Eagle-Fish,Fish,Plectroglyphidodon lacrymatus,10.4
2015,Chagos,Eagle,Eagle-Fish,Fish,Plectroglyphidodon lacrymatus,10.76
2015,Chagos,Eagle,Eagle-Fish,Fish,Plectroglyphidodon lacrymatus,10.94
2015,Chagos,Eagle,Eagle-Fish,Fish,Plectroglyphidodon lacrymatus,10.9
2015,Chagos,Eagle,Eagle-Fish,Fish,Plectroglyphidodon lacrymatus,10.79
2015,Chagos,Eagle,Eagle-Fish,Fish,Plectroglyphidodon lacrymatus,11.09
2015,Chagos,Eagle,Eagle-Fish,Fish,Plectroglyphidodon lacrymatus,10.8
2015,Chagos,Eagle,Eagle-Fish,Fish,Plectroglyphidodon lacrymatus,10.51
2015,Chagos,Eagle,Eagle-Fish,Fish,Plectroglyphidodon lacrymatus,10.31
2015,Chagos,Eagle,Eagle-Leaves,Leaves,Scaevola taccada,-3.48
2015,Chagos,Eagle,Eagle-Leaves,Leaves,Scaevola taccada,-1.87
2015,Chagos,Eagle,Eagle-Leaves,Leaves,Scaevola taccada,-2.09
2015,Chagos,Eagle,Eagle-Leaves,Leaves,Scaevola taccada,-2.52
2015,Chagos,Eagle,Eagle-Leaves,Leaves,Scaevola taccada,-2.52
2015,Chagos,Eagle,Eagle-Leaves,Leaves,Scaevola taccada,-2.84
2015,Chagos,Eagle,Eagle-Leaves,Leaves,Scaevola taccada,-4.03
2015,Chagos,Eagle,Eagle-Leaves,Leaves,Scaevola taccada,-2.08
2015,Chagos,Eagle,Eagle-Leaves,Leaves,Scaevola taccada,-2.93
2015,Chagos,Eagle,Eagle-Leaves,Leaves,Scaevola taccada,-1.85
2015,Chagos,Eagle,Eagle-Macroalgae,Macroalgae,Halimeda,6.11
2015,Chagos,Eagle,Eagle-Macroalgae,Macroalgae,Halimeda,3.99
2015,Chagos,Eagle,Eagle-Macroalgae,Macroalgae,Halimeda,4.52
2015,Chagos,Eagle,Eagle-Macroalgae,Macroalgae,Halimeda,5.14
2015,Chagos,Eagle,Eagle-Macroalgae,Macroalgae,Halimeda,5.18
2015,Chagos,Eagle,Eagle-Macroalgae,Macroalgae,Halimeda,4.21
2015,Chagos,Eagle,Eagle-Macroalgae,Macroalgae,Halimeda,4.83
2015,Chagos,Eagle,Eagle-Macroalgae,Macroalgae,Halimeda,6.82
2015,Chagos,Eagle,Eagle-Macroalgae,Macroalgae,Halimeda,4.32
2015,Chagos,Eagle,Eagle-Soil,Soil,Soil,2.43
2015,Chagos,Eagle,Eagle-Soil,Soil,Soil,2
2015,Chagos,Eagle,Eagle-Soil,Soil,Soil,2.62
2015,Chagos,Eagle,Eagle-Soil,Soil,Soil,2.64
2015,Chagos,Eagle,Eagle-Soil,Soil,Soil,2.62
2015,Chagos,Eagle,Eagle-Soil,Soil,Soil,2.5
2015,Chagos,Eagle,Eagle-Soil,Soil,Soil,2.94
2015,Chagos,Eagle,Eagle-Soil,Soil,Soil,2.84
2015,Chagos,Eagle,Eagle-Soil,Soil,Soil,3.37
2015,Chagos,Eagle,Eagle-Soil,Soil,Soil,2.03
2015,Chagos,Eagle,Eagle-Sponge,Sponge,Spheciospongia,6.83
2015,Chagos,Eagle,Eagle-Sponge,Sponge,Spheciospongia,6.73
2015,Chagos,Eagle,Eagle-Sponge,Sponge,Spheciospongia,6.3
2015,Chagos,Eagle,Eagle-Sponge,Sponge,Spheciospongia,6.3
2015,Chagos,Eagle,Eagle-Sponge,Sponge,Spheciospongia,6.63
2015,Chagos,Eagle,Eagle-Sponge,Sponge,Spheciospongia,6.12
2015,Chagos,Eagle,Eagle-Sponge,Sponge,Spheciospongia,6.31
2015,Chagos,Eagle,Eagle-Sponge,Sponge,Spheciospongia,6.24
2015,Chagos,Eagle,Eagle-Sponge,Sponge,Spheciospongia,6.11
2015,Chagos,Eagle,Eagle-Sponge,Sponge,Spheciospongia,6.22
2015,Chagos,Eagle,Eagle-Turf,Turf,Turf,5.34
2015,Chagos,Eagle,Eagle-Turf,Turf,Turf,5.29
2015,Chagos,Eagle,Eagle-Turf,Turf,Turf,5.69
2015,Chagos,Eagle,Eagle-Turf,Turf,Turf,5.45
2015,Chagos,Eagle,Eagle-Turf,Turf,Turf,5.6
2015,Chagos,Eagle,Eagle-Turf,Turf,Turf,5.58
2015,Chagos,Eagle,Eagle-Turf,Turf,Turf,5.43
2015,Chagos,Eagle,Eagle-Turf,Turf,Turf,5.43
2015,Chagos,Eagle,Eagle-Turf,Turf,Turf,5.79
2015,Chagos,Eagle,Eagle-Turf,Turf,Turf,5.36
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Fish,Fish,Plectroglyphidodon lacrymatus,11.23
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Fish,Fish,Plectroglyphidodon lacrymatus,11.81
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Fish,Fish,Plectroglyphidodon lacrymatus,11.52
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Fish,Fish,Plectroglyphidodon lacrymatus,11.17
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Fish,Fish,Plectroglyphidodon lacrymatus,11.48
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Fish,Fish,Plectroglyphidodon lacrymatus,11.25
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Fish,Fish,Plectroglyphidodon lacrymatus,11.46
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Fish,Fish,Plectroglyphidodon lacrymatus,11.34
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Fish,Fish,Plectroglyphidodon lacrymatus,11.56
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Fish,Fish,Plectroglyphidodon lacrymatus,11.12
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Leaves,Leaves,Scaevola taccada,10.72
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Leaves,Leaves,Scaevola taccada,11.63
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Leaves,Leaves,Scaevola taccada,10.52
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Leaves,Leaves,Scaevola taccada,10.61
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Leaves,Leaves,Scaevola taccada,12.21
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Leaves,Leaves,Scaevola taccada,10.69
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Leaves,Leaves,Scaevola taccada,10.72
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Leaves,Leaves,Scaevola taccada,12.02
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Leaves,Leaves,Scaevola taccada,10.95
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Leaves,Leaves,Scaevola taccada,12.5
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Macroalgae,Macroalgae,Halimeda,5.91
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Macroalgae,Macroalgae,Halimeda,5.07
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Macroalgae,Macroalgae,Halimeda,4.74
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Macroalgae,Macroalgae,Halimeda,5.25
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Macroalgae,Macroalgae,Halimeda,4.74
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Macroalgae,Macroalgae,Halimeda,5.1
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Macroalgae,Macroalgae,Halimeda,5.95
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Macroalgae,Macroalgae,Halimeda,5.65
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Macroalgae,Macroalgae,Halimeda,5.74
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Macroalgae,Macroalgae,Halimeda,5.51
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Soil,Soil,Soil,13.47
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Soil,Soil,Soil,11.07
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Soil,Soil,Soil,15.16
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Soil,Soil,Soil,11.98
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Soil,Soil,Soil,13.25
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Soil,Soil,Soil,10.83
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Soil,Soil,Soil,12.54
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Soil,Soil,Soil,14.18
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Soil,Soil,Soil,11.55
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Soil,Soil,Soil,12.79
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Sponge,Sponge,Spheciospongia,6.83
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Sponge,Sponge,Spheciospongia,7.51
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Sponge,Sponge,Spheciospongia,7.51
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Sponge,Sponge,Spheciospongia,7.9
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Sponge,Sponge,Spheciospongia,7.01
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Sponge,Sponge,Spheciospongia,6.63
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Sponge,Sponge,Spheciospongia,7.61
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Sponge,Sponge,Spheciospongia,7.19
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Sponge,Sponge,Spheciospongia,7.33
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Sponge,Sponge,Spheciospongia,7.69
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Turf,Turf,Turf,5.31
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Turf,Turf,Turf,5.77
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Turf,Turf,Turf,5.81
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Turf,Turf,Turf,5.54
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Turf,Turf,Turf,5.14
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Turf,Turf,Turf,6.05
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Turf,Turf,Turf,5.07
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Turf,Turf,Turf,3.19
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Turf,Turf,Turf,5.75
2015,Chagos,Grande_Ile_Coquillage,Grande_Ile_Coquillage-Turf,Turf,Turf,4.66
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Fish,Fish,Plectroglyphidodon lacrymatus,10.43
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Fish,Fish,Plectroglyphidodon lacrymatus,11.02
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Fish,Fish,Plectroglyphidodon lacrymatus,10.7
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Fish,Fish,Plectroglyphidodon lacrymatus,10.3
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Fish,Fish,Plectroglyphidodon lacrymatus,10.78
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Fish,Fish,Plectroglyphidodon lacrymatus,10.73
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Fish,Fish,Plectroglyphidodon lacrymatus,10.19
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Fish,Fish,Plectroglyphidodon lacrymatus,11.06
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Fish,Fish,Plectroglyphidodon lacrymatus,10.38
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Fish,Fish,Plectroglyphidodon lacrymatus,10.66
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Leaves,Leaves,Scaevola taccada,-2.87
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Leaves,Leaves,Scaevola taccada,-0.13
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Leaves,Leaves,Scaevola taccada,6.46
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Leaves,Leaves,Scaevola taccada,-0.93
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Leaves,Leaves,Scaevola taccada,-1.35
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Leaves,Leaves,Scaevola taccada,-0.02
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Leaves,Leaves,Scaevola taccada,-1.91
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Leaves,Leaves,Scaevola taccada,6.15
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Leaves,Leaves,Scaevola taccada,6.31
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Leaves,Leaves,Scaevola taccada,-0.25
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Macroalgae,Macroalgae,Halimeda,3.53
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Macroalgae,Macroalgae,Halimeda,3.64
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Macroalgae,Macroalgae,Halimeda,3.09
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Macroalgae,Macroalgae,Halimeda,3.78
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Macroalgae,Macroalgae,Halimeda,3.7
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Macroalgae,Macroalgae,Halimeda,3.94
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Macroalgae,Macroalgae,Halimeda,3.89
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Macroalgae,Macroalgae,Halimeda,3.54
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Macroalgae,Macroalgae,Halimeda,3.73
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Macroalgae,Macroalgae,Halimeda,4.32
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Soil,Soil,Soil,4.7
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Soil,Soil,Soil,2.45
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Soil,Soil,Soil,4.27
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Soil,Soil,Soil,5.71
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Soil,Soil,Soil,1.39
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Soil,Soil,Soil,3.03
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Soil,Soil,Soil,3.17
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Soil,Soil,Soil,0.96
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Soil,Soil,Soil,2.31
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Soil,Soil,Soil,3.3
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Sponge,Sponge,Spheciospongia,5.95
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Sponge,Sponge,Spheciospongia,5.96
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Sponge,Sponge,Spheciospongia,5.96
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Sponge,Sponge,Spheciospongia,6.17
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Sponge,Sponge,Spheciospongia,6.46
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Sponge,Sponge,Spheciospongia,5.63
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Sponge,Sponge,Spheciospongia,6.54
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Sponge,Sponge,Spheciospongia,6.44
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Sponge,Sponge,Spheciospongia,6.64
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Sponge,Sponge,Spheciospongia,5.9
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Turf,Turf,Turf,5.38
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Turf,Turf,Turf,5.26
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Turf,Turf,Turf,5.24
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Turf,Turf,Turf,4.79
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Turf,Turf,Turf,5.43
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Turf,Turf,Turf,4.89
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Turf,Turf,Turf,5.65
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Turf,Turf,Turf,5.49
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Turf,Turf,Turf,5.06
2015,Chagos,Grande_Ile_Mapou,Grande_Ile_Mapou-Turf,Turf,Turf,5.38
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Fish,Fish,Plectroglyphidodon lacrymatus,11.13
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Fish,Fish,Plectroglyphidodon lacrymatus,10.99
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Fish,Fish,Plectroglyphidodon lacrymatus,10.59
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Fish,Fish,Plectroglyphidodon lacrymatus,11.1
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Fish,Fish,Plectroglyphidodon lacrymatus,10.98
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Fish,Fish,Plectroglyphidodon lacrymatus,10.89
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Fish,Fish,Plectroglyphidodon lacrymatus,10.68
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Fish,Fish,Plectroglyphidodon lacrymatus,11.05
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Fish,Fish,Plectroglyphidodon lacrymatus,10.93
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Fish,Fish,Plectroglyphidodon lacrymatus,10.88
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Leaves,Leaves,Scaevola taccada,6.81
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Leaves,Leaves,Scaevola taccada,4.64
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Leaves,Leaves,Scaevola taccada,6.37
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Leaves,Leaves,Scaevola taccada,7.31
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Leaves,Leaves,Scaevola taccada,4.62
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Leaves,Leaves,Scaevola taccada,4.29
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Leaves,Leaves,Scaevola taccada,5.85
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Leaves,Leaves,Scaevola taccada,6.06
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Leaves,Leaves,Scaevola taccada,6.93
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Leaves,Leaves,Scaevola taccada,6.26
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Macroalgae,Macroalgae,Halimeda,4.4
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Macroalgae,Macroalgae,Halimeda,4.73
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Macroalgae,Macroalgae,Halimeda,4.91
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Macroalgae,Macroalgae,Halimeda,4.75
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Macroalgae,Macroalgae,Halimeda,4.43
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Macroalgae,Macroalgae,Halimeda,4.78
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Macroalgae,Macroalgae,Halimeda,4.78
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Macroalgae,Macroalgae,Halimeda,4.75
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Macroalgae,Macroalgae,Halimeda,4.28
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Macroalgae,Macroalgae,Halimeda,4.34
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Soil,Soil,Soil,4.71
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Soil,Soil,Soil,10.33
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Soil,Soil,Soil,10.74
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Soil,Soil,Soil,6.53
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Soil,Soil,Soil,11.31
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Soil,Soil,Soil,7.05
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Soil,Soil,Soil,6.74
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Soil,Soil,Soil,8.87
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Soil,Soil,Soil,7.98
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Soil,Soil,Soil,5.4
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Sponge,Sponge,Spheciospongia,5.75
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Sponge,Sponge,Spheciospongia,5.76
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Sponge,Sponge,Spheciospongia,5.89
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Sponge,Sponge,Spheciospongia,6.22
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Sponge,Sponge,Spheciospongia,6.36
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Sponge,Sponge,Spheciospongia,7.34
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Sponge,Sponge,Spheciospongia,5.95
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Sponge,Sponge,Spheciospongia,5.09
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Sponge,Sponge,Spheciospongia,5.73
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Sponge,Sponge,Spheciospongia,5.85
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Turf,Turf,Turf,4.49
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Turf,Turf,Turf,4.17
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Turf,Turf,Turf,4.88
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Turf,Turf,Turf,4.15
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Turf,Turf,Turf,4.44
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Turf,Turf,Turf,4.39
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Turf,Turf,Turf,3.83
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Turf,Turf,Turf,3.85
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Turf,Turf,Turf,4.98
2015,Chagos,Ile_de_la_Passe,Ile_de_la_Passe-Turf,Turf,Turf,3.92
